1,Cheese,0
2,Dairy,0
3,Soup,0
4,Nuts,0
5,Bread,0
6,Sweets,0
7,Vegetarian,0
8,Mexican,0
9,Spicy,0
10,Fish,0
11,Meat,0
12,Drink,0
13,Chicken,0
14,Fruits,0
15,Italian,0
16,Chinese,0
